,index,Active,Agency,Bill_ID,LongDescription,ShortDescription,ID
1972,1924,True,Senate,6354,Allowing counties to request ferry capital improvement funds without creating ferry districts.,Ferry capital improve. funds,1973
1973,1925,False,Senate,6361,Authorizing certain cities to establish a limited exemption from local property taxes to encourage redevelopment of vacant lands in urban areas.,Vacant land redevel. tax ex.,1974
1974,1926,True,Senate,6361,Authorizing certain cities to establish a limited exemption from local property taxes to encourage redevelopment of vacant lands in urban areas.,Vacant land redevel. tax ex.,1975
1975,1927,False,Senate,6362,Modifying basic education provisions.,Basic education,1976
1976,1929,True,Senate,6362,Modifying basic education provisions.,Basic education,1977
1977,1930,True,Senate,6363,Concerning a rail line over the Milwaukee Road corridor.,Rail line/Milwaukee Road,1978
1978,1931,True,Senate,6367,Concerning publicly owned industrial wastewater treatment facilities.,Industrial wastewater facils,1979
1979,1932,True,Senate,6368,"Updating laws concerning agricultural fairs, youth shows, and exhibitions.","Fairs, youth shows, & expos",1980
1980,1933,True,Senate,6369,Concerning certificates of veterinary inspection for animals brought into the state.,Veterinary inspection certs.,1981
1981,1934,True,Senate,6371,Concerning facilities financing by the housing finance commission.,Housing finance commission,1982
1982,1935,True,Senate,6379,"Requiring a public hearing before a local government may remove a recorded restrictive covenant from land owned by the local government. (REVISED FOR ENGROSSED: Requiring a public hearing before a local government may remove, vacate, or extinguish certain covenants from land it owns. )",Covenant removal/local gov.,1983
1983,1936,False,Senate,6386,Ensuring the funding of fairs.,Ag. fair funding/sales taxes,1984
1984,1938,True,Senate,6386,Ensuring the funding of fairs.,Ag. fair funding/sales taxes,1985
1985,1939,False,Senate,6388,Concerning paraeducators.,Paraeducators,1986
1986,1940,True,Senate,6388,Concerning paraeducators.,Paraeducators,1987
1987,1941,True,Senate,6393,Allowing the department to use a different assumption for annual investment returns for the reserve funds for self-insured and state fund pension claims.,L&I annual investment return,1988
1988,1942,False,Senate,6399,Concerning telemedicine payment parity.,Telemedicine payment parity,1989
1989,1943,True,Senate,6399,Concerning telemedicine payment parity.,Telemedicine payment parity,1990
1990,1944,True,Senate,6404,Concerning background checks for persons providing child care services.,Child care background checks,1991
1991,1945,True,Senate,6407,Concerning private case management of child welfare services.,Private mngmnt/child welfare,1992
1992,1946,True,Senate,6408,Regulating body worn cameras.,Body worn cameras,1993
1993,1947,False,Senate,6410,Concerning school safety.,School safety,1994
1994,1949,True,Senate,6410,Concerning school safety.,School safety,1995
1995,1950,False,Senate,6413,Reducing the use of certain toxic chemicals in firefighting activities.,Firefighting/toxic chemicals,1996
1996,1951,True,Senate,6413,Reducing the use of certain toxic chemicals in firefighting activities.,Firefighting/toxic chemicals,1997
1997,1952,True,Senate,6414,Concerning population-based representation on the governing body of public transportation benefit areas.,Public trans benefit areas,1998
1998,1953,False,Senate,6419,Concerning access to the Washington early childhood education and assistance program.,Early childhood ed & assist,1999
1999,1954,True,Senate,6419,Concerning access to the Washington early childhood education and assistance program.,Early childhood ed & assist,2000
2000,1955,False,Senate,6434,Concerning electric-assisted bicycles.,Electric-assisted bicycles,2001
2001,1956,True,Senate,6434,Concerning electric-assisted bicycles.,Electric-assisted bicycles,2002
2002,1957,False,Senate,6437,Addressing the disposal of recreational vehicles abandoned on public property.,Abandoned RV disposal,2003
2003,1958,True,Senate,6437,Addressing the disposal of recreational vehicles abandoned on public property.,Abandoned RV disposal,2004
2004,1959,False,Senate,6438,Clarifying the collection process for existing vehicle service transactions.,Vehicle service transactions,2005
2005,1960,True,Senate,6438,Clarifying the collection process for existing vehicle service transactions.,Vehicle service transactions,2006
2006,1961,False,Senate,6452,Expanding the activities of the children's mental health services consultation program.,Child mental health consult,2007
2007,1962,True,Senate,6452,Expanding the activities of the children's mental health services consultation program.,Child mental health consult,2008
2008,1963,False,Senate,6453,Concerning legal support for kinship caregivers.,Kinship caregiver legal supp,2009
2009,1965,True,Senate,6453,Concerning legal support for kinship caregivers.,Kinship caregiver legal supp,2010
2010,1966,True,Senate,6462,Concerning the seller's real estate disclosure regarding oil tank insurance.,Oil tank insur. disclosure,2011
2011,1967,True,Senate,6471,Developing model policies to create workplaces that are safe from sexual harassment.,Model sex. harass. policies,2012
2012,1968,False,Senate,6473,Preventing fires in rental dwelling units.,Rental dwelling unit fires,2013
2013,1969,True,Senate,6473,Preventing fires in rental dwelling units.,Rental dwelling unit fires,2014
2014,1970,False,Senate,6474,Creating a pilot project for tribal compact schools.,Tribal compact schools pilot,2015
2015,1971,True,Senate,6474,Creating a pilot project for tribal compact schools.,Tribal compact schools pilot,2016
2016,1972,False,Senate,6475,Prohibiting the imposition of regional transit authority property taxes on less than a whole parcel.,RTA taxes/whole parcel,2017
2017,1973,True,Senate,6475,Prohibiting the imposition of regional transit authority property taxes on less than a whole parcel.,RTA taxes/whole parcel,2018
2018,1974,False,Senate,6486,Expanding registered apprenticeship programs.,Registered apprenticeships,2019
2019,1975,True,Senate,6486,Expanding registered apprenticeship programs.,Registered apprenticeships,2020
2020,1976,False,Senate,6491,Increasing the availability of assisted outpatient behavioral health treatment.,Outpatient behavioral health,2021
2021,1977,True,Senate,6491,Increasing the availability of assisted outpatient behavioral health treatment.,Outpatient behavioral health,2022
2022,1978,False,Senate,6493,Increasing transparency and accountability for intercollegiate athletic programs.,Intercollegiate athletics,2023
2023,1979,True,Senate,6493,Increasing transparency and accountability for intercollegiate athletic programs.,Intercollegiate athletics,2024
2024,1980,False,Senate,6514,"Concerning suicide prevention and behavioral health in higher education, with enhanced services to student veterans.",Higher ed. behavioral health,2025
2025,1981,True,Senate,6514,"Concerning suicide prevention and behavioral health in higher education, with enhanced services to student veterans.",Higher ed. behavioral health,2026
2026,1982,False,Senate,6519,Revising the establishment of marine pilotage tariffs.,Marine pilotage tariffs,2027
2027,1983,True,Senate,6519,Revising the establishment of marine pilotage tariffs.,Marine pilotage tariffs,2028
2028,1984,False,Senate,6529,Protecting agricultural workers and community members from pesticides.,Pesticides/ag. workers,2029
2029,1986,True,Senate,6529,Protecting agricultural workers and community members from pesticides.,Pesticides/ag. workers,2030
2030,1987,False,Senate,6531,Regarding the school construction assistance program.,School construction,2031
2031,1988,True,Senate,6531,Regarding the school construction assistance program.,School construction,2032
2032,1989,False,Senate,6544,Establishing the future of work task force.,Future of work task force,2033
2033,1990,True,Senate,6544,Establishing the future of work task force.,Future of work task force,2034
